Book_name,Author,Rating,Book_genre_p,Book_genre_s,Book_ID
Eleanor & Park,Rainbow Rowell ,4.05,Young Adult,Contemporary,334
A Short History of Nearly Everything,Bill Bryson,4.2,Nonfiction,History,335
The Lord of the Rings,J.R.R. Tolkien,4.5,Fantasy,Fiction,336
Me Before You,Jojo Moyes ,4.26,Romance,Contemporary,337
The Mark of Athena,Rick Riordan ,4.45,Fantasy,Mythology,338
The Art of Racing in the Rain,Garth Stein ,4.21,Fiction,Contemporary,339
The Way of Kings,Brandon Sanderson ,4.63,Fantasy,Epic Fantasy,340
If I Stay,Gayle Forman ,3.94,Young Adult,Contemporary,341
Black Beauty,Anna Sewell,3.96,Classics,Childrens,342
Legend,Marie Lu ,4.17,Young Adult,Science Fiction,343
The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry ",4.12,Classics,Fiction,344
A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane (Editor), Jim Norton (Translation), Hans Walter Gabler, Jeri Johnson (Editor), J.M. Gaffney (Editor), Ludmila Savitzky ",3.62,Classics,Literature,345
Gulliver's Travels,"Jonathan Swift, Robert DeMaria Jr. (Editor)",3.57,Classics,Fantasy,346
Bel Canto,Ann Patchett,3.93,Fiction,Literary Fiction,347
American Psycho,Bret Easton Ellis,3.82,Fiction,Thriller,348
V for Vendetta,"Alan Moore , David Lloyd ",4.25,Graphic Novels,Fiction,349
Love You Forever,"Robert Munsch, Sheila McGraw ",4.36,Picture Books,Fiction,350
The Witches,"Roald Dahl, Quentin Blake ",4.17,Fantasy,Fiction,351
The Graveyard Book,"Neil Gaiman , Dave McKean ",4.13,Fantasy,Fiction,352
The Complete Novels,Jane Austen,4.56,Classics,Romance,353
Fifty Shades Freed,E.L. James ,3.85,Romance,Fiction,354
Cold Mountain,Charles Frazier,3.86,Historical Fiction,Historical,355
White Fang,"Jack London, مها محمود صالح  ",3.98,Classics,Adventure,356
Wonder,R.J. Palacio,4.44,Young Adult,Middle Grade,357
Beowulf,"Unknown, Seamus Heaney ",3.45,Classics,Fiction,358
Tuck Everlasting,Natalie Babbitt,3.87,Fantasy,Classics,359
The Final Empire,Brandon Sanderson ,4.45,Fantasy,Epic Fantasy,360
Beautiful Creatures,"Kami Garcia , Margaret Stohl ",3.76,Young Adult,Paranormal,361
Steppenwolf,"Hermann Hesse, Basil Creighton ",4.13,Fiction,Philosophy,362
Eldest,Christopher Paolini ,3.99,Fantasy,Fiction,363
Dark Lover,J.R. Ward ,4.19,Romance,Vampires,364
Go Ask Alice,"Beatrice Sparks (as ""Anonymous""), Anonymous",3.76,Young Adult,Classics,365
The Eye of the World,Robert Jordan,4.17,Fantasy,Epic Fantasy,366
The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.17,Classics,Fiction,367
As I Lay Dying,William Faulkner,3.72,Classics,Literature,368
A Separate Peace,"John Knowles, David Levithan  ",3.58,Classics,Young Adult,369
The Complete Maus,Art Spiegelman,4.55,Graphic Novels,Nonfiction,370
Mansfield Park,"Jane Austen, Kathryn Sutherland (Editor)",3.86,Classics,Romance,371
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,Fiction,Novels,372
Brisingr,Christopher Paolini ,4.05,Fantasy,Fiction,373
"A Child Called ""It""",Dave Pelzer ,4.11,Nonfiction,Biography,374
Stargirl,Jerry Spinelli,3.76,Young Adult,Contemporary,375
Tao Te Ching,"Lao Tzu, Gia-Fu Feng (Translation), Jane English (Translation), Toinette Lippe  (Translation), Jacob Needleman (Translation)",4.28,Philosophy,Religion,376
Dear John,Nicholas Sparks ,4.03,Romance,Chick Lit,377
Midnight's Children,Salman Rushdie,3.98,Fiction,Magical Realism,378
Obsidian,Jennifer L. Armentrout ,4.18,Young Adult,Fantasy,379
'Salem's Lot,Stephen King ,4.03,Horror,Vampires,380
The Martian Chronicles,Ray Bradbury,4.14,Science Fiction,Classics,381
Crescendo,Becca Fitzpatrick ,4.04,Young Adult,Angels,382
The English Patient,Michael Ondaatje,3.88,Fiction,Classics,383
East of Eden,John Steinbeck,4.38,Classics,Historical Fiction,384
Cloud Atlas,David Mitchell,4.01,Fiction,Fantasy,385
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,Philosophy,Classics,386
The Martian,Andy Weir ,4.4,Science Fiction,Audiobook,387
The Firm,"John Grisham , Robin Waterfield (Adapter)",4.02,Fiction,Mystery,388
The Last Song,Nicholas Sparks ,4.15,Romance,Young Adult,389
My Ántonia,Willa Cather,3.8,Classics,Historical Fiction,390
Shatter Me,Tahereh Mafi,3.95,Young Adult,Fantasy,391
The Amber Spyglass,Philip Pullman,4.09,Fantasy,Fiction,392
Doctor Zhivago,"Boris Pasternak, John Bayley , Max Hayward , Manya Harari ",4.01,Classics,Historical Fiction,393
The Hunchback of Notre-Dame,"Victor Hugo, Walter J. Cobb ",3.99,Classics,Historical Fiction,394
Robinson Crusoe,"Daniel Defoe, Virginia Woolf ",3.68,Classics,Adventure,395
Inferno,"Dante Alighieri, Anthony M. Esolen ",4,Classics,Fiction,396
Like Water for Chocolate,"Laura Esquivel, Thomas Christensen  , Carol Christensen ",3.95,Fiction,Magical Realism,397
Breakfast at Tiffany's and Three Stories,Truman Capote,3.88,Classics,Short Stories,398
Room,Emma Donoghue ,4.06,Fiction,Adult,399
Dragonfly in Amber,Diana Gabaldon ,4.32,Historical Fiction,Fantasy,400
Breakfast of Champions,Kurt Vonnegut Jr.,4.07,Fiction,Science Fiction,401
The BFG,"Roald Dahl, Quentin Blake ",4.22,Fantasy,Fiction,402
Six of Crows,Leigh Bardugo ,4.43,Fantasy,Fiction,403
Harry Potter Series Box Set,J.K. Rowling,4.73,Fantasy,Fiction,404
The Origin of Species,Charles Darwin,3.98,Science,Classics,405
A Fine Balance,Rohinton Mistry,4.35,Fiction,Historical Fiction,406
Daughter of Smoke & Bone,Laini Taylor ,4.01,Fantasy,Romance,407
The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov , Mervyn Peake , Théo Varlet (Translation), Patrick Horgan (Narrator), Dan Chaon  ",3.82,Classics,Horror,408
City of Heavenly Fire,Cassandra Clare ,4.44,Fantasy,Romance,409
Evermore,Alyson Noel ,3.59,Young Adult,Paranormal,410
The Subtle Knife,Philip Pullman,4.13,Fantasy,Fiction,411
Death of a Salesman,Arthur Miller,3.53,Plays,Fiction,412
11/22/63,Stephen King ,4.31,Fiction,Science Fiction,413
The Plague,"Albert Camus, Stuart Gilbert ",4.01,Fiction,Philosophy,414
Midnight in the Garden of Good and Evil,John Berendt,3.92,Nonfiction,Mystery,415
A Streetcar Named Desire,Tennessee Williams,3.98,Plays,Drama,416
Infinite Jest,David Foster Wallace,4.28,Fiction,Literature,417
The Prince,"Niccolò Machiavelli, Rufus Goodwin , Benjamin Martinez ",3.82,Classics,Nonfiction,418
Hamlet,"William Shakespeare, Harold Bloom , Rex Gibson (Editor)",4.02,Classics,Fiction,419
"Faust, First Part","Johann Wolfgang von Goethe, Peter Salm ",3.93,Classics,Plays,420
Snow Flower and the Secret Fan,Lisa See ,4.08,Historical Fiction,China,421
The Remains of the Day,Kazuo Ishiguro,4.12,Fiction,Classics,422
Anna and the French Kiss,Stephanie Perkins ,4.01,Young Adult,Contemporary,423
A Feast for Crows,George R.R. Martin,4.14,Fantasy,Epic Fantasy,424
The Angel Experiment,James Patterson ,4.07,Young Adult,Science Fiction,425
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,3.91,Fantasy,Fiction,426
Matched,Ally Condie ,3.66,Young Adult,Romance,427
Flowers in the Attic,V.C. Andrews,3.82,Fiction,Young Adult,428
The Shipping News,Annie Proulx,3.86,Fiction,Literature,429
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.36,Nonfiction,Biography,430
The Scarlet Pimpernel,Emmuska Orczy,4.06,Classics,Fiction,431
Hopeless,Colleen Hoover ,4.29,Romance,Young Adult,432
Jonathan Strange & Mr Norrell,Susanna Clarke,3.82,Fantasy,Historical Fiction,433
The Chosen,Chaim Potok,4.04,Fiction,Historical Fiction,434
High Fidelity,Nick Hornby,3.93,Fiction,Contemporary,435
"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,4.17,Fiction,Westerns,436
All the Light We Cannot See,Anthony Doerr ,4.33,Historical Fiction,Historical,437
Houdini Heart,Ki Longfellow ,4.22,Horror,Fiction,438
Artemis Fowl,Eoin Colfer,3.85,Fantasy,Fiction,439
Pippi Longstocking,"Astrid Lindgren, Florence Lamborn , Louis S. Glanzman ",4.13,Classics,Fiction,440
The Tales of Beedle the Bard,J.K. Rowling,4.06,Fantasy,Young Adult,441
The Virgin Suicides,Jeffrey Eugenides,3.82,Fiction,Classics,442
The Reader,"Bernhard Schlink, Carol Brown Janeway ",3.76,Fiction,German Literature,443
Nineteen Minutes,Jodi Picoult ,4.13,Fiction,Chick Lit,444
The House of Hades,Rick Riordan ,4.54,Fantasy,Mythology,445
Shantaram,Gregory David Roberts,4.25,Fiction,Travel,446
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson ,3.99,Nonfiction,True Crime,447
Redeeming Love,Francine Rivers ,4.49,Christian Fiction,Fiction,448
The Age of Innocence,"Edith Wharton, Maureen Howard ",3.95,Classics,Historical Fiction,449
The Host,Stephenie Meyer,3.84,Young Adult,Fantasy,450
The Lost Symbol,Dan Brown ,3.71,Fiction,Thriller,451
Neuromancer,William Gibson,3.9,Science Fiction,Cyberpunk,452
Betrayed,"P.C. Cast , Kristin Cast ",3.93,Young Adult,Fantasy,453
Waiting for Godot,Samuel Beckett,3.83,Plays,Drama,454
The Grapes of Wrath,John Steinbeck,3.97,Classics,Historical Fiction,455
Northanger Abbey,"Jane Austen, Alfred J. Mac Adam ",3.83,Classics,Romance,456
The Voyage of the Dawn Treader,"C.S. Lewis, Pauline Baynes ",4.09,Fantasy,Classics,457
Dubliners,"James Joyce, Jeri Johnson (Editor, Introduction and Notes)",3.85,Classics,Short Stories,458
Lover Awakened,J.R. Ward ,4.44,Romance,Vampires,459
War and Peace,"Leo Tolstoy, Henry Gifford (Editor), Aylmer Maude , Louise Maude , Vladimir Levstik ",4.12,Classics,Historical Fiction,460
A Court of Thorns and Roses,Sarah J. Maas ,4.22,Fantasy,Romance,461
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells ,3.83,Fiction,Contemporary,462
The Waste Land,"T.S. Eliot, Michael North (Editor)",4.11,Poetry,Fiction,463
Untamed,"P.C. Cast , Kristin Cast ",3.95,Young Adult,Fantasy,464
Everything Is Illuminated,Jonathan Safran Foer ,3.9,Fiction,Contemporary,465
A Dance with Dragons,George R.R. Martin,4.32,Fantasy,Epic Fantasy,466
Crown of Midnight,Sarah J. Maas ,4.42,Fantasy,Romance,467
To the Lighthouse,Virginia Woolf,3.78,Classics,Literature,468
I Know Why the Caged Bird Sings,Maya Angelou,4.24,Nonfiction,Memoir,469
"I, Robot",Isaac Asimov,4.2,Science Fiction,Classics,470
The Twilight Collection,Stephenie Meyer,3.79,Young Adult,Vampires,471
The Pearl,John Steinbeck,3.48,Classics,Literature,472
The One,Kiera Cass ,4.2,Young Adult,Dystopia,473
The Jungle,"Upton Sinclair, Earl Lee , Kathleen DeGrave ",3.75,Classics,Historical Fiction,474
Carrie,Stephen King ,3.96,Horror,Thriller,475
Snow Falling on Cedars,David Guterson,3.84,Fiction,Mystery,476
Voyager,Diana Gabaldon ,4.37,Historical Fiction,Fantasy,477
"I, Claudius",Robert Graves,4.23,Historical Fiction,Classics,478
Heir of Fire,Sarah J. Maas ,4.48,Fantasy,Romance,479
Me Talk Pretty One Day,David Sedaris,3.99,Nonfiction,Memoir,480
Chosen,"P.C. Cast , Kristin Cast ",3.91,Young Adult,Fantasy,481
A Room with a View,E.M. Forster,3.91,Classics,Romance,482
Bleak House,"Charles Dickens, Nicola Bradbury , Hablot Knight Browne ",4,Classics,Literature,483
The Republic,"Plato, Desmond Lee , Maria Helena da Rocha Pereira , Benjamin Jowett ",3.94,Philosophy,Nonfiction,484
The Last Battle,C.S. Lewis,4.02,Fantasy,Classics,485
The Exorcist,William Peter Blatty,4.18,Horror,Classics,486
The Elephant Tree,R.D. Ronald,4.14,Thriller,Mystery,487
Coraline,"Neil Gaiman , Dave McKean ",4.06,Fantasy,Fiction,488
The 5th Wave,Rick Yancey,4.04,Young Adult,Dystopia,489
The Iron King,Julie Kagawa ,3.9,Fantasy,Romance,490
Quantum Roots II: Worm Holes,Kyle Keyes,4.34,Drama,Contemporary,491
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz ,4.33,Young Adult,Contemporary,492
The Arabian Nights,"Anonymous, Richard Francis Burton , A.S. Byatt ",4.04,Classics,Fantasy,493
The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson (Editor)",4.23,Poetry,Fiction,494
Torment,Lauren Kate ,3.87,Young Adult,Angels,495
Bloodlines,Richelle Mead ,4.2,Young Adult,Fantasy,496
Vanity Fair,"William Makepeace Thackeray, John Carey (Editor/Introduction)",3.79,Classics,Historical Fiction,497
Wizard's First Rule,Terry Goodkind,4.12,Fantasy,Epic Fantasy,498
North and South,Elizabeth Gaskell,4.13,Classics,Romance,499
Brideshead Revisited,Evelyn Waugh,4,Classics,Historical Fiction,500
The God Delusion,Richard Dawkins ,3.9,Nonfiction,Science,501
Pet Sematary,Stephen King ,4,Horror,Thriller,502
Of Human Bondage,"W. Somerset Maugham, Benjamin DeMott , Maeve Binchy ",4.11,Classics,Literature,503
Snow Crash,Neal Stephenson ,4.02,Science Fiction,Cyberpunk,504
World War Z: An Oral History of the Zombie War,Max Brooks ,4.01,Horror,Zombies,505
A Great and Terrible Beauty,Libba Bray ,3.78,Fantasy,Historical Fiction,506
Bared to You,Sylvia Day ,4.18,Romance,Contemporary,507
The Witching Hour,Anne Rice,4.11,Horror,Fiction,508
The War of the Worlds,"H.G. Wells, Arthur C. Clarke ",3.83,Classics,Fiction,509
The Summoning,Kelley Armstrong ,4.02,Young Adult,Paranormal,510
"Cry, the Beloved Country",Alan Paton,3.89,Fiction,Africa,511
Johnny Got His Gun,Dalton Trumbo,4.18,Fiction,War,512
Chocolat,Joanne Harris ,3.96,Fiction,Magical Realism,513
Halfway to the Grave,Jeaniene Frost ,4.16,Paranormal,Urban Fantasy,514
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson , David Oliver Relin",3.65,Nonfiction,Biography,515
Perfect Chemistry,Simone Elkeles ,4.06,Romance,Contemporary,516
Red Queen,Victoria Aveyard ,4.04,Fantasy,Dystopia,517
City of Glass,Cassandra Clare ,4.31,Fantasy,Paranormal,518
The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Cassandra Clare ,4.56,Fantasy,Paranormal,519
The Woman in White,"Wilkie Collins, Matthew Sweet ",3.99,Classics,Fiction,520
Angels & Demons,Dan Brown ,3.9,Fiction,Thriller,521
Just Listen,Sarah Dessen ,4.06,Young Adult,Contemporary,522
2001: A Space Odyssey,Arthur C. Clarke,4.15,Science Fiction,Classics,523
The Truth About Forever,Sarah Dessen ,4.12,Young Adult,Contemporary,524
A Discovery of Witches,Deborah Harkness ,4,Fantasy,Romance,525
Unwind,Neal Shusterman ,4.17,Young Adult,Science Fiction,526
Trainspotting,Irvine Welsh,4.07,Fiction,Classics,527
Are You My Mother?,P.D. Eastman,4.19,Childrens,Fiction,528
Cannery Row,John Steinbeck,4.04,Classics,Literature,529
Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat (Editor), Paul Werstine (Editor), Robert Jackson (Editor), Gail Kern Paster ",4.06,Classics,Fiction,530
Swann's Way,"Marcel Proust, Lydia Davis ",4.12,Classics,France,531
Sarah's Key,Tatiana de Rosnay ,4.16,Historical Fiction,Holocaust,532
The Polar Express,"Chris Van Allsburg, Liam Neeson (Narrator)",4.3,Picture Books,Christmas,533
Acheron,Sherrilyn Kenyon ,4.57,Paranormal Romance,Romance,534
Lady Chatterley's Lover,D.H. Lawrence,3.51,Classics,Romance,535
The Elite,Kiera Cass ,4.02,Young Adult,Dystopia,536
Silence,Becca Fitzpatrick ,4.12,Young Adult,Angels,537
Ishmael,Daniel Quinn,3.98,Fiction,Spirituality,538
Nine Stories,J.D. Salinger,4.18,Short Stories,Classics,539
The Unbecoming of Mara Dyer,Michelle Hodkin ,4.05,Young Adult,Fantasy,540
The Return of the King,J.R.R. Tolkien,4.53,Fantasy,Classics,541
All the Bright Places,Jennifer Niven ,4.15,Young Adult,Romance,542
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer ,4.18,Nonfiction,Memoir,543
Far From the Madding Crowd,"Thomas Hardy, Rosemarie Morgan (Editor/Introduction), Shannon Russell (Editor/Introduction)",3.94,Classics,Romance,544
The Zombie Room,R.D. Ronald,4.16,Thriller,Mystery,545
I Am Number Four,Pittacus Lore,3.94,Young Adult,Science Fiction,546
Angelfall,Susan Ee ,4.13,Fantasy,Angels,547
Dead to the World,Charlaine Harris ,4.12,Fantasy,Paranormal,548
Persuasion,"Jane Austen, Deidre Shauna Lynch , James Kinsley (Editor)",4.14,Classics,Romance,549
The Bronze Horseman,Paullina Simons,4.3,Historical Fiction,Historical,550
You Are Special,Max Lucado ,4.45,Picture Books,Christian,551
Sabriel,Garth Nix ,4.15,Fantasy,Fiction,552
Cutting for Stone,Abraham Verghese ,4.29,Fiction,Africa,553
Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams ",4.19,Classics,Childrens,554
Being and Time,Martin Heidegger,4.03,Philosophy,Classics,555
The Goose Girl,Shannon Hale ,4.12,Fantasy,Fairy Tales,556
I Capture the Castle,Dodie Smith,4,Classics,Young Adult,557
The Last Lecture,Randy Pausch,4.26,Nonfiction,Biography,558
Ignite Me,Tahereh Mafi,4.4,Young Adult,Fantasy,559
The Glass Menagerie,"Tennessee Williams, Robert Bray ",3.71,Plays,Drama,560
Twelfth Night,William Shakespeare,3.98,Classics,Drama,561
The Darkest Minds,Alexandra Bracken ,4.18,Young Adult,Fantasy,562
The Hours,Michael Cunningham ,3.94,Fiction,Contemporary,563
Drums of Autumn,Diana Gabaldon ,4.33,Historical Fiction,Fantasy,564
Wicked Lovely,Melissa Marr ,3.69,Fantasy,Romance,565
P.S. I Love You,Cecelia Ahern,4.02,Romance,Fiction,566
Queen of Shadows,Sarah J. Maas ,4.55,Fantasy,Romance,567
Hunted,"P.C. Cast , Kristin Cast ",3.93,Young Adult,Fantasy,568
World Without End,Ken Follett ,4.26,Historical Fiction,Historical,569
A Christmas Carol,"Charles Dickens, Joe L. Wheeler ",4.06,Classics,Christmas,570
The Merchant of Venice,"William Shakespeare, Robert Jackson (Editor), Barbara A. Mowat (Editor), Paul Werstine (Editor)",3.8,Classics,Fiction,571
The Last Unicorn,Peter S. Beagle ,4.15,Fantasy,Fiction,572
Slammed,Colleen Hoover ,4.26,Romance,Young Adult,573
Little House in the Big Woods,"Laura Ingalls Wilder, Garth Williams ",4.18,Classics,Childrens,574
Hyperion,"Dan Simmons, Gary Ruddell ",4.23,Science Fiction,Fantasy,575
No Country for Old Men,Cormac McCarthy,4.12,Fiction,Crime,576
The Bean Trees,Barbara Kingsolver,3.97,Fiction,Novels,577
The Raven Boys,Maggie Stiefvater ,4.05,Fantasy,Paranormal,578
The Bad Beginning,"Lemony Snicket , Brett Helquist ",3.95,Fiction,Childrens,579
Cyrano de Bergerac,"Edmond Rostand, Eteel Lawson , Lowell Bair (Translation)",4.07,Classics,Fiction,580
Speaker for the Dead,Orson Scott Card,4.07,Science Fiction,Fantasy,581
The Westing Game,Ellen Raskin,4.01,Mystery,Fiction,582
Interpreter of Maladies,Jhumpa Lahiri,4.15,Short Stories,India,583
The Red Pyramid,Rick Riordan ,4.08,Fantasy,Mythology,584
We Were Liars,E. Lockhart ,3.84,Young Adult,Mystery,585
The Goldfinch,Donna Tartt,3.92,Fiction,Literary Fiction,586
All the King's Men,Robert Penn Warren,4.07,Fiction,Historical Fiction,587
Julius Caesar,"William Shakespeare, Roma Gill",3.69,Classics,Fiction,588
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar ,4.33,Contemporary,Novels,589
Anne of Avonlea,L.M. Montgomery,4.21,Classics,Young Adult,590
A Dog's Purpose,W. Bruce Cameron ,4.34,Fiction,Dogs,591
Peace Like a River,Leif Enger,4,Fiction,Book Club,592
We Need to Talk About Kevin,Lionel Shriver ,4.05,Fiction,Thriller,593
The Silver Chair,"C.S. Lewis, Pauline Baynes ",3.96,Fantasy,Classics,594
A Monster Calls,Patrick Ness,4.35,Fantasy,Fiction,595
The Wasp Factory,Iain Banks,3.81,Fiction,Thriller,596
The Art of War,"Sun Tzu, Thomas Cleary , Pulat Otkan , Giray Fidan ",3.97,Nonfiction,Philosophy,597
Poison Study,Maria V. Snyder ,4.11,Fantasy,Romance,598
Mythology,"Edith Hamilton, Steele Savage ",4,Mythology,Nonfiction,599
The Two Towers,"J.R.R. Tolkien, Peter S. Beagle  ",4.44,Fantasy,Classics,600
One Day in the Life of Ivan Denisovich,"Aleksandr Solzhenitsyn, H.T. Willetts (Translation)",3.95,Fiction,Russia,601
The Secret,Rhonda Byrne,3.68,Self Help,Spirituality,602
The Queen of the Damned,Anne Rice,3.89,Horror,Vampires,603
